shape,center_x,center_y,size,color_bgr,image_name
pentagon,76,91,30,"(255, 255, 0)",scene_049.png
circle,262,303,35,"(255, 0, 0)",scene_049.png
pentagon,397,415,27,"(255, 0, 0)",scene_049.png
circle,408,172,52,"(0, 255, 255)",scene_049.png
rectangle,242,347,29,"(0, 255, 255)",scene_049.png
pentagon,344,325,41,"(0, 255, 255)",scene_049.png
pentagon,302,406,46,"(0, 255, 0)",scene_049.png
square,462,196,34,"(0, 255, 0)",scene_049.png
square,377,417,34,"(0, 255, 255)",scene_049.png
rectangle,334,213,60,"(0, 255, 0)",scene_049.png
rectangle,445,290,26,"(0, 0, 255)",scene_050.png
square,388,445,37,"(255, 0, 255)",scene_050.png
circle,200,175,41,"(0, 0, 255)",scene_050.png
triangle,78,300,27,"(0, 0, 255)",scene_050.png
pentagon,378,243,41,"(0, 0, 255)",scene_050.png
pentagon,115,187,57,"(255, 0, 255)",scene_050.png
pentagon,271,172,33,"(0, 255, 0)",scene_050.png
square,318,95,46,"(0, 255, 0)",scene_050.png
square,284,394,47,"(0, 0, 255)",scene_050.png
circle,199,67,46,"(0, 255, 0)",scene_050.png
pentagon,290,76,55,"(0, 255, 255)",scene_050.png
pentagon,341,186,31,"(0, 255, 0)",scene_050.png
pentagon,133,128,29,"(0, 255, 255)",scene_050.png
circle,182,443,25,"(0, 255, 0)",scene_050.png
circle,212,203,53,"(255, 255, 0)",scene_051.png
rectangle,218,139,56,"(0, 255, 0)",scene_051.png
triangle,155,79,59,"(0, 0, 255)",scene_051.png
triangle,254,365,46,"(255, 0, 255)",scene_051.png
triangle,415,210,56,"(0, 255, 255)",scene_051.png
triangle,338,277,55,"(0, 255, 255)",scene_051.png
pentagon,240,215,51,"(0, 255, 0)",scene_051.png
square,414,362,28,"(0, 0, 255)",scene_051.png
rectangle,451,251,26,"(255, 0, 255)",scene_051.png
triangle,144,163,43,"(255, 0, 0)",scene_051.png
rectangle,442,198,49,"(255, 0, 0)",scene_051.png
circle,307,397,44,"(255, 255, 0)",scene_051.png
rectangle,311,86,40,"(255, 255, 0)",scene_051.png
pentagon,385,59,37,"(255, 255, 0)",scene_052.png
rectangle,170,338,35,"(0, 255, 255)",scene_052.png
rectangle,130,130,48,"(0, 255, 0)",scene_052.png
pentagon,131,251,58,"(0, 255, 255)",scene_052.png
circle,123,426,38,"(0, 0, 255)",scene_052.png
pentagon,306,344,34,"(255, 255, 0)",scene_052.png
triangle,411,188,57,"(255, 0, 255)",scene_053.png
rectangle,116,103,31,"(255, 0, 0)",scene_053.png
square,406,378,56,"(255, 255, 0)",scene_053.png
triangle,367,190,48,"(0, 255, 255)",scene_053.png
square,461,459,32,"(0, 255, 0)",scene_053.png
rectangle,329,206,32,"(0, 255, 0)",scene_053.png
triangle,232,269,43,"(255, 0, 0)",scene_053.png
pentagon,374,239,57,"(0, 0, 255)",scene_053.png
triangle,421,105,30,"(255, 0, 0)",scene_053.png
square,435,345,54,"(0, 0, 255)",scene_053.png
square,66,398,47,"(255, 255, 0)",scene_053.png
pentagon,95,115,39,"(255, 0, 0)",scene_054.png
pentagon,199,238,47,"(0, 0, 255)",scene_054.png
square,134,93,46,"(255, 255, 0)",scene_054.png
square,368,416,34,"(0, 0, 255)",scene_054.png
circle,307,396,59,"(0, 255, 255)",scene_054.png
pentagon,395,260,58,"(255, 255, 0)",scene_054.png
pentagon,217,177,59,"(0, 0, 255)",scene_054.png
triangle,419,159,57,"(255, 0, 255)",scene_054.png
pentagon,131,251,29,"(0, 0, 255)",scene_054.png
square,180,429,50,"(255, 0, 0)",scene_054.png
pentagon,113,226,41,"(0, 255, 0)",scene_054.png
triangle,90,59,26,"(0, 0, 255)",scene_055.png
circle,452,443,42,"(0, 0, 255)",scene_055.png
triangle,108,398,40,"(0, 0, 255)",scene_055.png
square,174,59,36,"(255, 0, 0)",scene_055.png
triangle,315,184,32,"(0, 255, 255)",scene_055.png
square,172,425,46,"(255, 255, 0)",scene_055.png
circle,150,255,35,"(0, 255, 0)",scene_056.png
circle,295,441,34,"(255, 0, 0)",scene_056.png
rectangle,114,160,54,"(255, 0, 255)",scene_056.png
triangle,84,109,46,"(0, 255, 255)",scene_056.png
square,371,417,52,"(255, 0, 0)",scene_056.png
rectangle,209,292,40,"(255, 0, 255)",scene_056.png
square,422,264,57,"(255, 0, 0)",scene_056.png
square,196,301,46,"(255, 0, 0)",scene_056.png
pentagon,352,140,55,"(0, 255, 255)",scene_057.png
triangle,386,192,54,"(255, 0, 255)",scene_057.png
triangle,362,403,53,"(255, 0, 255)",scene_057.png
square,264,213,46,"(255, 0, 0)",scene_057.png
rectangle,249,357,31,"(0, 0, 255)",scene_057.png
rectangle,150,179,35,"(0, 255, 255)",scene_057.png
rectangle,404,99,45,"(255, 0, 0)",scene_057.png
pentagon,137,433,36,"(0, 0, 255)",scene_057.png
circle,337,93,26,"(0, 255, 255)",scene_057.png
pentagon,133,346,42,"(255, 0, 0)",scene_057.png
square,187,207,43,"(255, 255, 0)",scene_057.png
pentagon,92,368,34,"(0, 255, 255)",scene_057.png
circle,398,222,40,"(0, 255, 0)",scene_057.png
square,275,177,50,"(0, 255, 0)",scene_058.png
pentagon,197,355,33,"(0, 255, 0)",scene_058.png
square,370,100,58,"(255, 0, 255)",scene_058.png
circle,158,156,28,"(255, 0, 0)",scene_058.png
pentagon,396,92,48,"(0, 255, 0)",scene_058.png
triangle,295,332,51,"(0, 0, 255)",scene_058.png
triangle,87,208,50,"(0, 0, 255)",scene_059.png
triangle,118,187,36,"(255, 0, 255)",scene_059.png
triangle,182,362,51,"(255, 0, 255)",scene_059.png
square,398,191,53,"(255, 0, 0)",scene_059.png
triangle,175,260,60,"(255, 0, 0)",scene_059.png
circle,407,241,52,"(0, 0, 255)",scene_059.png
circle,436,156,34,"(0, 255, 0)",scene_059.png
circle,279,163,56,"(0, 255, 0)",scene_060.png
triangle,135,154,35,"(0, 255, 255)",scene_060.png
rectangle,235,308,42,"(255, 255, 0)",scene_060.png
rectangle,426,320,45,"(255, 255, 0)",scene_060.png
square,402,199,34,"(0, 255, 0)",scene_060.png
pentagon,259,356,58,"(0, 255, 0)",scene_060.png
pentagon,305,395,53,"(0, 0, 255)",scene_060.png
pentagon,342,396,38,"(255, 255, 0)",scene_060.png
triangle,112,131,30,"(255, 0, 0)",scene_061.png
rectangle,397,66,26,"(0, 255, 255)",scene_061.png
triangle,359,376,31,"(255, 0, 255)",scene_061.png
circle,235,240,54,"(0, 0, 255)",scene_061.png
pentagon,405,62,25,"(0, 0, 255)",scene_061.png
pentagon,153,282,26,"(255, 0, 255)",scene_061.png
triangle,446,232,41,"(255, 0, 255)",scene_061.png
circle,174,329,34,"(255, 255, 0)",scene_061.png
square,343,277,54,"(255, 255, 0)",scene_061.png
square,243,140,50,"(255, 255, 0)",scene_061.png
pentagon,385,279,49,"(255, 0, 255)",scene_061.png
square,170,60,45,"(255, 0, 0)",scene_061.png
square,392,342,28,"(255, 0, 0)",scene_061.png
rectangle,142,224,54,"(0, 0, 255)",scene_062.png
circle,81,178,31,"(0, 255, 0)",scene_062.png
square,91,299,34,"(255, 255, 0)",scene_062.png
triangle,184,315,33,"(255, 0, 0)",scene_062.png
triangle,436,74,35,"(255, 255, 0)",scene_062.png
pentagon,169,86,37,"(255, 255, 0)",scene_062.png
triangle,442,235,49,"(0, 255, 0)",scene_063.png
circle,124,218,41,"(255, 0, 255)",scene_063.png
triangle,417,74,49,"(0, 0, 255)",scene_063.png
pentagon,142,179,45,"(255, 0, 0)",scene_063.png
triangle,238,356,42,"(0, 255, 0)",scene_063.png
circle,390,258,51,"(255, 255, 0)",scene_063.png
circle,420,159,28,"(0, 255, 255)",scene_063.png
square,259,341,51,"(0, 255, 255)",scene_064.png
circle,183,250,48,"(255, 0, 0)",scene_064.png
square,396,120,47,"(255, 0, 0)",scene_064.png
pentagon,246,446,26,"(255, 0, 0)",scene_064.png
triangle,421,245,50,"(255, 0, 255)",scene_064.png
rectangle,194,276,37,"(255, 0, 255)",scene_064.png
square,294,172,27,"(255, 255, 0)",scene_064.png
square,403,337,31,"(255, 0, 0)",scene_064.png
circle,373,372,40,"(255, 255, 0)",scene_064.png
triangle,272,154,31,"(255, 255, 0)",scene_064.png
circle,301,239,50,"(0, 255, 0)",scene_064.png
square,106,121,31,"(0, 0, 255)",scene_064.png
rectangle,337,405,30,"(255, 0, 255)",scene_064.png
square,366,162,49,"(255, 0, 255)",scene_065.png
square,420,365,32,"(255, 0, 0)",scene_065.png
square,82,346,33,"(0, 0, 255)",scene_065.png
pentagon,112,257,43,"(255, 0, 0)",scene_065.png
triangle,398,171,34,"(255, 0, 0)",scene_065.png
rectangle,75,317,43,"(255, 0, 0)",scene_065.png
triangle,324,139,33,"(0, 0, 255)",scene_065.png
triangle,327,370,57,"(255, 0, 255)",scene_065.png
circle,91,304,29,"(255, 255, 0)",scene_065.png
square,273,233,47,"(0, 255, 255)",scene_065.png
rectangle,414,424,36,"(255, 0, 0)",scene_065.png
circle,177,410,37,"(255, 255, 0)",scene_065.png
rectangle,386,440,54,"(255, 0, 0)",scene_065.png
triangle,370,280,36,"(255, 255, 0)",scene_065.png
square,194,322,52,"(0, 255, 255)",scene_066.png
circle,296,337,38,"(0, 255, 255)",scene_066.png
pentagon,260,91,33,"(0, 255, 255)",scene_066.png
triangle,110,213,39,"(255, 255, 0)",scene_066.png
pentagon,456,57,32,"(0, 255, 255)",scene_066.png
square,152,272,32,"(255, 255, 0)",scene_066.png
rectangle,283,333,26,"(255, 255, 0)",scene_067.png
circle,72,208,30,"(0, 255, 0)",scene_067.png
circle,135,319,37,"(0, 0, 255)",scene_067.png
triangle,374,202,51,"(0, 0, 255)",scene_067.png
circle,438,121,38,"(0, 255, 255)",scene_067.png
rectangle,425,145,36,"(255, 0, 0)",scene_067.png
circle,204,225,45,"(0, 255, 255)",scene_067.png
pentagon,431,216,52,"(0, 255, 255)",scene_067.png
square,284,153,53,"(0, 255, 255)",scene_067.png
circle,181,91,37,"(0, 0, 255)",scene_067.png
square,186,242,31,"(255, 255, 0)",scene_068.png
rectangle,260,405,58,"(0, 0, 255)",scene_068.png
pentagon,338,103,38,"(0, 0, 255)",scene_068.png
square,50,417,31,"(0, 255, 255)",scene_068.png
square,262,466,28,"(0, 0, 255)",scene_068.png
circle,132,193,36,"(255, 0, 255)",scene_068.png
rectangle,407,435,49,"(255, 0, 255)",scene_068.png
circle,213,290,42,"(0, 0, 255)",scene_068.png
rectangle,168,311,33,"(255, 0, 0)",scene_068.png
pentagon,237,87,45,"(255, 0, 255)",scene_068.png
circle,204,104,51,"(255, 255, 0)",scene_068.png
triangle,362,287,59,"(0, 255, 0)",scene_068.png
circle,94,426,56,"(255, 0, 255)",scene_069.png
square,110,310,30,"(0, 255, 255)",scene_069.png
pentagon,140,444,31,"(255, 0, 0)",scene_069.png
circle,358,175,45,"(255, 255, 0)",scene_069.png
rectangle,425,427,26,"(0, 255, 255)",scene_069.png
square,169,139,38,"(0, 0, 255)",scene_069.png
rectangle,299,340,42,"(255, 0, 0)",scene_069.png
rectangle,269,385,41,"(0, 255, 255)",scene_069.png
triangle,315,69,41,"(0, 255, 0)",scene_069.png
triangle,389,265,36,"(0, 255, 255)",scene_069.png
square,398,400,45,"(255, 255, 0)",scene_069.png
triangle,144,253,50,"(0, 0, 255)",scene_069.png
circle,233,367,52,"(0, 255, 255)",scene_069.png
triangle,299,145,26,"(255, 0, 0)",scene_069.png
rectangle,333,198,56,"(0, 255, 0)",scene_070.png
circle,255,225,58,"(0, 255, 255)",scene_070.png
pentagon,263,285,48,"(255, 255, 0)",scene_070.png
circle,235,260,43,"(0, 255, 255)",scene_070.png
square,395,203,50,"(0, 255, 255)",scene_070.png
rectangle,103,81,33,"(0, 255, 255)",scene_070.png
pentagon,171,115,60,"(0, 255, 0)",scene_070.png
pentagon,277,225,42,"(255, 0, 0)",scene_071.png
triangle,242,217,32,"(255, 0, 0)",scene_071.png
pentagon,229,203,44,"(255, 0, 255)",scene_071.png
circle,139,399,35,"(0, 255, 0)",scene_071.png
triangle,262,166,58,"(255, 0, 255)",scene_071.png
rectangle,73,317,54,"(255, 0, 0)",scene_071.png
square,334,310,34,"(0, 0, 255)",scene_071.png
circle,64,309,43,"(0, 255, 0)",scene_071.png
square,377,244,48,"(255, 0, 0)",scene_071.png
square,179,384,35,"(0, 0, 255)",scene_071.png
pentagon,267,282,55,"(255, 0, 0)",scene_072.png
circle,441,144,39,"(0, 0, 255)",scene_072.png
circle,75,100,34,"(0, 0, 255)",scene_072.png
triangle,350,439,38,"(0, 0, 255)",scene_072.png
square,312,218,52,"(255, 0, 0)",scene_072.png
pentagon,212,286,58,"(0, 255, 255)",scene_072.png
pentagon,252,322,37,"(255, 255, 0)",scene_072.png
triangle,202,77,29,"(255, 0, 255)",scene_072.png
square,451,137,39,"(0, 255, 0)",scene_072.png
rectangle,155,309,45,"(0, 255, 0)",scene_072.png
circle,271,420,35,"(0, 255, 0)",scene_073.png
triangle,63,188,47,"(0, 255, 0)",scene_073.png
rectangle,290,268,34,"(0, 0, 255)",scene_073.png
triangle,354,210,29,"(255, 0, 255)",scene_073.png
square,327,102,30,"(255, 0, 0)",scene_073.png
rectangle,173,88,43,"(255, 0, 0)",scene_073.png
pentagon,241,296,37,"(0, 255, 255)",scene_073.png
rectangle,221,225,36,"(0, 255, 255)",scene_073.png
rectangle,255,64,36,"(255, 0, 0)",scene_073.png
pentagon,256,267,44,"(0, 255, 255)",scene_073.png
triangle,371,171,28,"(0, 255, 255)",scene_073.png
circle,405,288,45,"(0, 0, 255)",scene_074.png
triangle,160,309,47,"(255, 0, 255)",scene_074.png
circle,367,165,35,"(255, 0, 0)",scene_074.png
circle,176,376,39,"(255, 255, 0)",scene_074.png
pentagon,278,289,31,"(0, 255, 0)",scene_074.png
rectangle,250,86,58,"(0, 255, 0)",scene_074.png
square,366,238,47,"(255, 0, 255)",scene_074.png
triangle,402,416,36,"(0, 255, 255)",scene_075.png
pentagon,56,204,29,"(0, 0, 255)",scene_075.png
rectangle,414,270,59,"(255, 0, 0)",scene_075.png
square,392,106,30,"(255, 0, 255)",scene_075.png
pentagon,437,91,47,"(0, 255, 0)",scene_075.png
square,383,222,36,"(255, 255, 0)",scene_075.png
pentagon,290,113,43,"(255, 255, 0)",scene_075.png
pentagon,193,268,56,"(255, 0, 0)",scene_075.png
square,257,192,52,"(0, 255, 0)",scene_075.png
triangle,409,124,35,"(255, 0, 0)",scene_076.png
rectangle,147,399,59,"(255, 255, 0)",scene_076.png
pentagon,166,299,47,"(255, 255, 0)",scene_076.png
pentagon,206,166,52,"(255, 255, 0)",scene_076.png
pentagon,306,130,47,"(0, 255, 255)",scene_076.png
circle,284,70,37,"(0, 255, 0)",scene_076.png
square,112,156,46,"(255, 0, 255)",scene_076.png
triangle,313,121,60,"(0, 255, 255)",scene_076.png
rectangle,437,320,47,"(0, 0, 255)",scene_076.png
square,216,377,31,"(0, 0, 255)",scene_076.png
rectangle,208,309,45,"(255, 255, 0)",scene_076.png
square,141,328,33,"(255, 0, 255)",scene_076.png
pentagon,357,177,27,"(255, 255, 0)",scene_076.png
rectangle,264,235,54,"(255, 255, 0)",scene_077.png
rectangle,210,363,41,"(255, 255, 0)",scene_077.png
rectangle,118,260,53,"(255, 0, 255)",scene_077.png
rectangle,401,332,43,"(255, 255, 0)",scene_077.png
square,210,131,36,"(255, 255, 0)",scene_077.png
rectangle,148,423,55,"(0, 0, 255)",scene_077.png
circle,193,208,50,"(255, 255, 0)",scene_077.png
square,332,364,59,"(255, 0, 255)",scene_077.png
circle,70,399,26,"(0, 255, 255)",scene_077.png
triangle,235,296,54,"(0, 255, 0)",scene_077.png
pentagon,270,149,50,"(0, 255, 0)",scene_077.png
pentagon,316,377,60,"(0, 255, 0)",scene_077.png
square,50,170,35,"(255, 0, 0)",scene_077.png
square,146,301,60,"(255, 255, 0)",scene_078.png
square,264,316,54,"(0, 255, 0)",scene_078.png
circle,121,192,49,"(255, 0, 255)",scene_078.png
pentagon,75,421,53,"(255, 255, 0)",scene_078.png
square,44,329,25,"(255, 0, 255)",scene_078.png
circle,372,399,43,"(255, 255, 0)",scene_078.png
rectangle,414,387,59,"(0, 0, 255)",scene_078.png
rectangle,333,392,43,"(0, 255, 0)",scene_078.png
rectangle,242,128,47,"(0, 255, 0)",scene_078.png
rectangle,439,332,32,"(0, 0, 255)",scene_079.png
pentagon,284,346,49,"(0, 0, 255)",scene_079.png
circle,432,296,56,"(0, 0, 255)",scene_079.png
triangle,413,266,38,"(0, 255, 0)",scene_079.png
pentagon,114,217,27,"(0, 255, 0)",scene_079.png
pentagon,94,390,51,"(255, 0, 0)",scene_079.png
pentagon,225,96,32,"(255, 0, 0)",scene_079.png
triangle,358,411,35,"(255, 0, 255)",scene_079.png
triangle,237,383,55,"(255, 0, 255)",scene_079.png
triangle,237,107,54,"(0, 255, 255)",scene_079.png
circle,338,268,54,"(255, 255, 0)",scene_079.png
circle,62,174,47,"(0, 255, 0)",scene_079.png
rectangle,191,74,37,"(0, 0, 255)",scene_080.png
pentagon,307,312,37,"(255, 0, 255)",scene_080.png
square,252,305,25,"(255, 0, 0)",scene_080.png
triangle,418,127,60,"(0, 255, 255)",scene_080.png
square,155,338,56,"(0, 0, 255)",scene_080.png
pentagon,443,323,36,"(255, 0, 0)",scene_080.png
rectangle,238,301,36,"(255, 0, 255)",scene_080.png
circle,111,347,49,"(0, 0, 255)",scene_080.png
triangle,181,75,25,"(255, 0, 0)",scene_080.png
triangle,105,150,42,"(255, 0, 255)",scene_081.png
triangle,135,405,32,"(0, 0, 255)",scene_081.png
triangle,384,359,30,"(0, 255, 0)",scene_081.png
pentagon,369,97,46,"(255, 255, 0)",scene_081.png
circle,362,419,50,"(0, 255, 255)",scene_081.png
circle,84,400,59,"(255, 0, 255)",scene_081.png
square,252,422,29,"(255, 0, 255)",scene_081.png
square,126,92,36,"(255, 255, 0)",scene_081.png
circle,155,356,51,"(255, 0, 0)",scene_081.png
pentagon,285,283,60,"(255, 255, 0)",scene_081.png
square,175,244,41,"(0, 255, 0)",scene_082.png
square,130,94,43,"(0, 255, 0)",scene_082.png
square,300,318,58,"(255, 0, 0)",scene_082.png
pentagon,286,395,58,"(0, 255, 255)",scene_082.png
rectangle,190,436,52,"(0, 0, 255)",scene_082.png
rectangle,112,456,36,"(0, 0, 255)",scene_082.png
triangle,350,287,29,"(0, 0, 255)",scene_082.png
rectangle,81,234,37,"(255, 255, 0)",scene_082.png
pentagon,175,373,40,"(255, 0, 255)",scene_082.png
pentagon,190,189,57,"(0, 0, 255)",scene_083.png
triangle,356,197,50,"(0, 255, 255)",scene_083.png
square,359,257,53,"(0, 0, 255)",scene_083.png
square,122,185,45,"(0, 255, 0)",scene_083.png
triangle,453,300,36,"(0, 0, 255)",scene_083.png
triangle,75,422,35,"(0, 255, 0)",scene_083.png
circle,409,261,53,"(0, 0, 255)",scene_083.png
square,131,150,37,"(255, 0, 255)",scene_083.png
triangle,162,323,53,"(0, 255, 255)",scene_083.png
square,212,327,41,"(255, 255, 0)",scene_083.png
rectangle,166,261,55,"(255, 0, 255)",scene_083.png
square,148,431,44,"(255, 255, 0)",scene_083.png
square,109,370,44,"(255, 0, 255)",scene_084.png
circle,148,218,50,"(0, 255, 0)",scene_084.png
square,341,315,49,"(0, 0, 255)",scene_084.png
pentagon,346,134,38,"(255, 0, 255)",scene_084.png
rectangle,319,298,51,"(255, 0, 0)",scene_084.png
square,200,304,35,"(255, 0, 255)",scene_084.png
circle,61,420,46,"(0, 0, 255)",scene_084.png
pentagon,305,190,49,"(0, 0, 255)",scene_084.png
circle,402,50,34,"(255, 0, 255)",scene_084.png
pentagon,442,272,43,"(255, 255, 0)",scene_085.png
circle,262,106,59,"(255, 255, 0)",scene_085.png
circle,106,184,53,"(0, 255, 255)",scene_085.png
square,341,396,52,"(255, 0, 0)",scene_085.png
rectangle,67,429,27,"(255, 0, 0)",scene_085.png
triangle,208,377,46,"(255, 0, 0)",scene_085.png
pentagon,337,260,34,"(0, 255, 255)",scene_085.png
square,201,299,31,"(255, 0, 255)",scene_085.png
circle,78,99,58,"(0, 0, 255)",scene_086.png
square,127,164,28,"(0, 255, 0)",scene_086.png
square,82,320,37,"(255, 255, 0)",scene_086.png
square,194,179,32,"(0, 255, 255)",scene_086.png
circle,112,303,58,"(255, 255, 0)",scene_086.png
circle,166,311,29,"(0, 0, 255)",scene_086.png
triangle,332,108,59,"(255, 0, 255)",scene_086.png
pentagon,356,240,58,"(0, 255, 0)",scene_086.png
pentagon,282,155,28,"(255, 255, 0)",scene_086.png
triangle,76,139,48,"(255, 0, 0)",scene_086.png
pentagon,433,328,58,"(0, 0, 255)",scene_086.png
triangle,132,94,36,"(255, 0, 0)",scene_087.png
rectangle,300,214,34,"(0, 255, 0)",scene_087.png
pentagon,323,226,32,"(255, 0, 255)",scene_087.png
circle,191,347,28,"(0, 255, 0)",scene_087.png
triangle,345,318,44,"(0, 255, 255)",scene_087.png
rectangle,110,227,44,"(0, 255, 0)",scene_087.png
circle,331,431,27,"(255, 0, 0)",scene_087.png
circle,360,82,54,"(0, 0, 255)",scene_088.png
pentagon,451,71,38,"(0, 255, 255)",scene_088.png
square,293,209,43,"(255, 255, 0)",scene_088.png
square,234,271,56,"(255, 255, 0)",scene_088.png
square,232,395,53,"(0, 255, 255)",scene_088.png
rectangle,400,165,25,"(255, 0, 0)",scene_088.png
circle,180,367,54,"(0, 0, 255)",scene_088.png
rectangle,221,346,52,"(0, 0, 255)",scene_088.png
square,268,310,52,"(0, 255, 0)",scene_088.png
circle,281,295,54,"(0, 255, 0)",scene_088.png
square,139,95,47,"(0, 0, 255)",scene_089.png
square,416,135,58,"(255, 255, 0)",scene_089.png
triangle,150,131,51,"(0, 0, 255)",scene_089.png
rectangle,87,374,33,"(255, 0, 255)",scene_089.png
pentagon,129,152,51,"(0, 255, 255)",scene_089.png
circle,366,148,55,"(255, 0, 255)",scene_089.png
rectangle,235,231,54,"(255, 0, 255)",scene_089.png
square,250,281,29,"(0, 255, 0)",scene_089.png
circle,449,199,48,"(0, 255, 0)",scene_089.png
square,365,340,41,"(255, 0, 0)",scene_090.png
square,104,389,46,"(255, 255, 0)",scene_090.png
triangle,170,313,25,"(0, 255, 255)",scene_090.png
pentagon,242,443,41,"(0, 255, 0)",scene_090.png
rectangle,159,133,57,"(255, 0, 255)",scene_090.png
triangle,405,403,40,"(0, 255, 255)",scene_090.png
rectangle,180,156,31,"(0, 0, 255)",scene_090.png
triangle,363,110,47,"(255, 255, 0)",scene_091.png
rectangle,291,432,29,"(0, 255, 255)",scene_091.png
circle,135,184,45,"(0, 255, 0)",scene_091.png
rectangle,336,321,45,"(0, 0, 255)",scene_091.png
triangle,326,155,44,"(0, 0, 255)",scene_091.png
triangle,187,258,47,"(0, 0, 255)",scene_091.png
square,323,320,26,"(0, 255, 0)",scene_091.png
circle,351,254,51,"(255, 0, 255)",scene_091.png
rectangle,388,97,56,"(255, 0, 255)",scene_091.png
pentagon,314,411,46,"(255, 0, 255)",scene_091.png
square,187,305,39,"(0, 255, 255)",scene_091.png
pentagon,178,250,25,"(255, 0, 0)",scene_091.png
pentagon,125,103,59,"(0, 255, 255)",scene_091.png
circle,403,378,26,"(0, 0, 255)",scene_092.png
circle,292,410,55,"(255, 255, 0)",scene_092.png
pentagon,179,443,38,"(0, 255, 0)",scene_092.png
circle,331,81,25,"(0, 0, 255)",scene_092.png
circle,81,378,55,"(255, 255, 0)",scene_092.png
rectangle,68,231,50,"(255, 0, 255)",scene_092.png
circle,234,388,47,"(255, 0, 255)",scene_092.png
rectangle,394,120,49,"(255, 255, 0)",scene_093.png
circle,114,228,57,"(0, 0, 255)",scene_093.png
rectangle,103,263,36,"(0, 255, 0)",scene_093.png
square,120,445,49,"(255, 0, 255)",scene_093.png
circle,84,237,28,"(255, 255, 0)",scene_093.png
square,163,100,45,"(0, 0, 255)",scene_093.png
triangle,233,56,33,"(0, 255, 255)",scene_093.png
square,337,217,53,"(0, 255, 0)",scene_094.png
square,402,353,55,"(0, 255, 255)",scene_094.png
triangle,286,433,39,"(255, 0, 255)",scene_094.png
triangle,256,317,31,"(255, 0, 255)",scene_094.png
circle,268,169,35,"(255, 0, 255)",scene_094.png
square,255,408,52,"(255, 0, 255)",scene_094.png
rectangle,129,401,56,"(0, 0, 255)",scene_094.png
triangle,68,357,34,"(0, 255, 0)",scene_094.png
pentagon,182,270,49,"(255, 255, 0)",scene_094.png
triangle,286,377,32,"(0, 255, 0)",scene_095.png
pentagon,64,191,28,"(0, 0, 255)",scene_095.png
pentagon,110,80,60,"(255, 0, 255)",scene_095.png
pentagon,255,421,35,"(0, 255, 255)",scene_095.png
pentagon,105,138,49,"(255, 0, 255)",scene_095.png
rectangle,145,379,28,"(255, 255, 0)",scene_095.png
pentagon,122,345,56,"(0, 255, 255)",scene_095.png
triangle,387,415,46,"(0, 0, 255)",scene_095.png
circle,275,175,60,"(255, 255, 0)",scene_096.png
pentagon,368,401,39,"(0, 0, 255)",scene_096.png
square,382,223,54,"(255, 255, 0)",scene_096.png
pentagon,456,66,40,"(255, 0, 0)",scene_096.png
triangle,308,277,34,"(255, 0, 255)",scene_096.png
rectangle,122,129,36,"(255, 0, 255)",scene_096.png
pentagon,321,91,30,"(0, 0, 255)",scene_096.png
triangle,387,432,30,"(255, 255, 0)",scene_096.png
circle,389,228,27,"(255, 0, 255)",scene_096.png
square,425,416,44,"(0, 0, 255)",scene_096.png
triangle,325,269,27,"(0, 255, 255)",scene_096.png
square,259,169,34,"(255, 255, 0)",scene_096.png
circle,422,212,50,"(0, 255, 0)",scene_096.png
square,167,116,54,"(0, 0, 255)",scene_096.png
pentagon,420,368,57,"(0, 255, 0)",scene_097.png
circle,149,280,45,"(255, 0, 0)",scene_097.png
triangle,347,354,50,"(0, 255, 255)",scene_097.png
rectangle,302,420,33,"(0, 0, 255)",scene_097.png
circle,242,409,57,"(0, 255, 0)",scene_097.png
pentagon,386,378,57,"(255, 0, 0)",scene_097.png
pentagon,371,294,53,"(0, 0, 255)",scene_097.png
rectangle,350,143,48,"(0, 255, 0)",scene_097.png
rectangle,311,434,60,"(255, 0, 0)",scene_097.png
rectangle,88,299,55,"(0, 0, 255)",scene_098.png
triangle,202,276,27,"(255, 0, 0)",scene_098.png
pentagon,397,277,39,"(255, 0, 255)",scene_098.png
square,316,104,55,"(0, 255, 255)",scene_098.png
square,144,320,46,"(255, 0, 0)",scene_098.png
circle,259,112,38,"(0, 0, 255)",scene_098.png
circle,356,143,26,"(255, 0, 255)",scene_098.png
circle,66,88,41,"(255, 0, 255)",scene_099.png
square,432,197,26,"(255, 0, 0)",scene_099.png
triangle,124,433,47,"(0, 0, 255)",scene_099.png
pentagon,370,134,47,"(0, 255, 255)",scene_099.png
pentagon,189,71,35,"(255, 255, 0)",scene_099.png
circle,392,318,51,"(0, 255, 0)",scene_099.png
triangle,362,160,39,"(255, 0, 0)",scene_099.png
pentagon,86,302,52,"(255, 0, 255)",scene_100.png
triangle,85,185,44,"(255, 0, 0)",scene_100.png
rectangle,209,335,29,"(0, 0, 255)",scene_100.png
circle,102,396,51,"(0, 255, 255)",scene_100.png
rectangle,96,114,49,"(255, 255, 0)",scene_100.png
circle,171,297,52,"(0, 255, 0)",scene_100.png
circle,113,128,55,"(255, 255, 0)",scene_100.png
pentagon,99,235,34,"(255, 255, 0)",scene_101.png
pentagon,196,272,41,"(255, 0, 0)",scene_101.png
circle,128,178,52,"(0, 0, 255)",scene_101.png
square,321,114,52,"(255, 0, 255)",scene_101.png
circle,73,458,25,"(0, 255, 0)",scene_101.png
